year,emp_type,ksic_section,industry,시간당임금총액_원,총근로시간_h,월임금총액_만원,월급여액_만원,정액급여_만원,초과급여_만원
2025,정규근로자,I,숙박 및 음식점업,16417.0,178.9,289.4,284.0,272.3,11.8
2025,정규근로자,J,정보통신업,35208.0,155.6,543.9,492.1,475.1,17.1
2025,정규근로자,K,금융 및 보험업,48094.0,153.2,732.0,564.3,546.4,17.9
2025,정규근로자,L,부동산업,27584.0,157.6,427.9,387.2,378.9,8.3
2025,정규근로자,M,"전문, 과학 및 기술 서비스업",37139.0,156.4,575.0,491.4,474.2,17.2
2025,정규근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",24163.0,161.2,383.5,354.5,332.0,22.5
2025,정규근로자,P,교육 서비스업,30772.0,152.2,467.5,436.7,428.8,7.9
2025,정규근로자,Q,보건업 및 사회복지서비스업,23763.0,157.9,373.6,351.9,334.1,17.8
2025,정규근로자,R,"예술, 스포츠 및 여가관련 서비스업",22976.0,161.9,367.4,345.1,325.5,19.6
2025,정규근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",19939.0,160.9,317.6,296.5,287.9,8.6
2025,정규근로자,전체,전체,28599.0,162.1,456.7,407.8,382.4,25.5
