year,industry,ksic_section,item,value
2024,보건업 및 사회복지 서비스업,Q,신생률,6.3
2011,"예술, 스포츠 및 여가관련 서비스업",R,활동,116614.0
2011,"예술, 스포츠 및 여가관련 서비스업",R,신생,29791.0
2011,"예술, 스포츠 및 여가관련 서비스업",R,소멸,24998.0
2011,"예술, 스포츠 및 여가관련 서비스업",R,신생률,25.5
2011,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,21.4
2012,"예술, 스포츠 및 여가관련 서비스업",R,활동,112695.0
2012,"예술, 스포츠 및 여가관련 서비스업",R,신생,22073.0
2012,"예술, 스포츠 및 여가관련 서비스업",R,소멸,25402.0
2012,"예술, 스포츠 및 여가관련 서비스업",R,신생률,19.6
2012,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,22.5
2013,"예술, 스포츠 및 여가관련 서비스업",R,활동,106709.0
2013,"예술, 스포츠 및 여가관련 서비스업",R,신생,20034.0
2013,"예술, 스포츠 및 여가관련 서비스업",R,소멸,21050.0
2013,"예술, 스포츠 및 여가관련 서비스업",R,신생률,18.8
2013,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,19.7
2014,"예술, 스포츠 및 여가관련 서비스업",R,활동,107740.0
2014,"예술, 스포츠 및 여가관련 서비스업",R,신생,22303.0
2014,"예술, 스포츠 및 여가관련 서비스업",R,소멸,20150.0
2014,"예술, 스포츠 및 여가관련 서비스업",R,신생률,20.7
2014,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,18.7
2015,"예술, 스포츠 및 여가관련 서비스업",R,활동,107806.0
2015,"예술, 스포츠 및 여가관련 서비스업",R,신생,21380.0
2015,"예술, 스포츠 및 여가관련 서비스업",R,소멸,18664.0
2015,"예술, 스포츠 및 여가관련 서비스업",R,신생률,19.8
2015,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,17.3
2016,"예술, 스포츠 및 여가관련 서비스업",R,활동,120137.0
2016,"예술, 스포츠 및 여가관련 서비스업",R,신생,31396.0
2016,"예술, 스포츠 및 여가관련 서비스업",R,소멸,20486.0
2016,"예술, 스포츠 및 여가관련 서비스업",R,신생률,26.1
2016,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,17.1
2017,"예술, 스포츠 및 여가관련 서비스업",R,활동,127124.0
2017,"예술, 스포츠 및 여가관련 서비스업",R,신생,28416.0
2017,"예술, 스포츠 및 여가관련 서비스업",R,소멸,22534.0
2017,"예술, 스포츠 및 여가관련 서비스업",R,신생률,22.4
2017,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,17.7
2018,"예술, 스포츠 및 여가관련 서비스업",R,활동,128494.0
2018,"예술, 스포츠 및 여가관련 서비스업",R,신생,25155.0
2018,"예술, 스포츠 및 여가관련 서비스업",R,소멸,21997.0
2018,"예술, 스포츠 및 여가관련 서비스업",R,신생률,19.6
2018,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,17.1
2019,"예술, 스포츠 및 여가관련 서비스업",R,활동,131521.0
2019,"예술, 스포츠 및 여가관련 서비스업",R,신생,26364.0
2019,"예술, 스포츠 및 여가관련 서비스업",R,소멸,22393.0
2019,"예술, 스포츠 및 여가관련 서비스업",R,신생률,20.0
2019,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,17.0
2020,"예술, 스포츠 및 여가관련 서비스업",R,활동,129547.0
2020,"예술, 스포츠 및 여가관련 서비스업",R,신생,22550.0
2020,"예술, 스포츠 및 여가관련 서비스업",R,소멸,21871.0
2020,"예술, 스포츠 및 여가관련 서비스업",R,신생률,17.4
2020,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,16.9
2021,"예술, 스포츠 및 여가관련 서비스업",R,활동,128605.0
2021,"예술, 스포츠 및 여가관련 서비스업",R,신생,22308.0
2021,"예술, 스포츠 및 여가관련 서비스업",R,소멸,17929.0
2021,"예술, 스포츠 및 여가관련 서비스업",R,신생률,17.3
2021,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,13.9
2022,"예술, 스포츠 및 여가관련 서비스업",R,활동,133226.0
2022,"예술, 스포츠 및 여가관련 서비스업",R,신생,23464.0
2022,"예술, 스포츠 및 여가관련 서비스업",R,소멸,18716.0
2022,"예술, 스포츠 및 여가관련 서비스업",R,신생률,17.6
2022,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,14.0
2023,"예술, 스포츠 및 여가관련 서비스업",R,활동,134851.0
2023,"예술, 스포츠 및 여가관련 서비스업",R,신생,21867.0
2023,"예술, 스포츠 및 여가관련 서비스업",R,소멸,18174.0
2023,"예술, 스포츠 및 여가관련 서비스업",R,신생률,16.2
2023,"예술, 스포츠 및 여가관련 서비스업",R,소멸률,13.5
2024,"예술, 스포츠 및 여가관련 서비스업",R,활동,136762.0
2024,"예술, 스포츠 및 여가관련 서비스업",R,신생,21745.0
2024,"예술, 스포츠 및 여가관련 서비스업",R,신생률,15.9
2011,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,247417.0
2011,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,39072.0
2011,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,30575.0
2011,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,15.8
2011,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,12.4
2012,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,249066.0
2012,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,32765.0
2012,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,39251.0
2012,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,13.2
2012,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,15.8
2013,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,238837.0
2013,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,30207.0
2013,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,30189.0
2013,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,12.6
2013,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,12.6
2014,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,245471.0
2014,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,37298.0
2014,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,30827.0
2014,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,15.2
2014,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,12.6
2015,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,250372.0
2015,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,36702.0
2015,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,28203.0
2015,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,14.7
2015,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,11.3
2016,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,263819.0
2016,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,41912.0
2016,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,29078.0
2016,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,15.9
2016,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,11.0
2017,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,276837.0
2017,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,42770.0
2017,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,33859.0
2017,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,15.4
2017,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,12.2
2018,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,288170.0
2018,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,45594.0
2018,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,31154.0
2018,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,15.8
2018,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,10.8
2019,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,308194.0
2019,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,51821.0
2019,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,34055.0
2019,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,16.8
2019,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,11.0
2020,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,320206.0
2020,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,47209.0
2020,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,36154.0
2020,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,14.7
2020,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,11.3
2021,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,331167.0
2021,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,47946.0
2021,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,34950.0
2021,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,14.5
2021,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,10.6
2022,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,342686.0
2022,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,47474.0
2022,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,35029.0
2022,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,13.9
2022,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,10.2
2023,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,354874.0
2023,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,47950.0
2023,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸,35520.0
2023,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,13.5
2023,"협회 및 단체, 수리 및 기타 개인서비스업",S,소멸률,10.0
2024,"협회 및 단체, 수리 및 기타 개인서비스업",S,활동,367868.0
2024,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생,49315.0
2024,"협회 및 단체, 수리 및 기타 개인서비스업",S,신생률,13.4
