ref_year,industry,ksic_section,firm_size,survival_horizon_yr,survival_rate,birth_year
2017,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,60.0,2016
2017,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,76.9,2015
2017,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,45.5,2014
2017,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,,2013
2017,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,41.7,2012
2018,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,86.7,2017
2018,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,40.0,2016
2018,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,69.2,2015
2018,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,27.3,2014
2018,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,,2013
2019,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,100.0,2018
2019,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,53.3,2017
2019,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,40.0,2016
2019,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,38.5,2015
2019,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,27.3,2014
2020,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,80.0,2019
2020,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,100.0,2018
2020,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,46.7,2017
2020,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,40.0,2016
2020,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,30.8,2015
2021,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,100.0,2020
2021,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,77.1,2019
2021,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,78.6,2018
2021,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,40.0,2017
2021,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,40.0,2016
2022,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,100.0,2021
2022,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,80.0,2020
2022,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,57.1,2019
2022,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,78.6,2018
2022,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,40.0,2017
2023,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,1,78.6,2022
2023,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,2,83.3,2021
2023,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,3,70.0,2020
2023,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,4,51.4,2019
2023,"전기, 가스, 증기 및 공기조절 공급업",D,5인~9인,5,50.0,2018
2012,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2011
2012,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,,2010
2012,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,,2009
2012,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,,2008
2012,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2007
2013,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,75.0,2012
2013,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,75.0,2011
2013,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,,2010
2013,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,,2009
2013,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2008
2014,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2013
2014,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,50.0,2012
2014,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,50.0,2011
2014,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,,2010
2014,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2009
2015,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2014
2015,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,100.0,2013
2015,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,50.0,2012
2015,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,50.0,2011
2015,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2010
2016,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2015
2016,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,75.0,2014
2016,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,75.0,2013
2016,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,25.0,2012
2016,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,50.0,2011
2017,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,,2016
2017,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,100.0,2015
2017,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,75.0,2014
2017,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,75.0,2013
2017,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,25.0,2012
2018,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2017
2018,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,,2016
2018,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,100.0,2015
2018,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,75.0,2014
2018,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,75.0,2013
2019,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2018
2019,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,50.0,2017
2019,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,,2016
2019,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,100.0,2015
2019,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,75.0,2014
2020,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,100.0,2019
2020,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,100.0,2018
2020,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,50.0,2017
2020,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,,2016
2020,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,100.0,2015
2021,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,75.0,2020
2021,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,100.0,2019
2021,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,,2018
2021,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,50.0,2017
2021,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2016
2022,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,50.0,2021
2022,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,50.0,2020
2022,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,85.7,2019
2022,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,,2018
2022,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,50.0,2017
2023,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,1,83.3,2022
2023,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,2,50.0,2021
2023,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,3,50.0,2020
2023,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,4,42.9,2019
2023,"전기, 가스, 증기 및 공기조절 공급업",D,10인~19인,5,,2018
2012,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2011
2012,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,,2010
2012,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,,2009
2012,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,,2008
2012,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,,2007
2013,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2012
2013,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2011
2013,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,,2010
2013,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,,2009
2013,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,,2008
2014,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2013
2014,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2012
2014,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2011
2014,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,,2010
2014,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,,2009
2015,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,66.7,2014
2015,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2013
2015,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2012
2015,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,75.0,2011
2015,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,,2010
2016,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2015
2016,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,66.7,2014
2016,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2013
2016,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,50.0,2012
2016,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,50.0,2011
2017,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2016
2017,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2015
2017,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,66.7,2014
2017,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,100.0,2013
2017,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,50.0,2012
2018,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2017
2018,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2016
2018,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2015
2018,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,66.7,2014
2018,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,50.0,2013
2019,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2018
2019,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2017
2019,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,40.0,2016
2019,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,50.0,2015
2019,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,50.0,2014
2020,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2019
2020,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2018
2020,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,,2017
2020,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,40.0,2016
2020,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,50.0,2015
2021,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2020
2021,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2019
2021,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2018
2021,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,,2017
2021,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,40.0,2016
2022,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,,2021
2022,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,100.0,2020
2022,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,50.0,2019
2022,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,100.0,2018
2022,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,,2017
2023,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,1,100.0,2022
2023,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,2,,2021
2023,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,3,100.0,2020
2023,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,4,50.0,2019
2023,"전기, 가스, 증기 및 공기조절 공급업",D,20인 이상,5,100.0,2018
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,71.4,2011
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,,2010
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,,2009
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,,2008
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,,2007
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,71.6,2012
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,61.9,2011
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,,2010
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,,2009
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,,2008
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,72.3,2013
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,62.7,2012
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,54.2,2011
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,,2010
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,,2009
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,73.5,2014
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,61.9,2013
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,54.4,2012
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,46.7,2011
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,,2010
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,73.4,2015
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,64.3,2014
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,53.3,2013
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,49.7,2012
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,41.0,2011
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,77.4,2016
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,64.2,2015
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,54.9,2014
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,46.4,2013
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,45.3,2012
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,74.0,2017
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,67.9,2016
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,56.6,2015
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,48.9,2014
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,42.3,2013
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,78.2,2018
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,65.3,2017
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,59.3,2016
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,52.2,2015
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,43.0,2014
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,76.0,2019
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,70.9,2018
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,58.2,2017
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,52.0,2016
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,45.4,2015
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,78.0,2020
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,64.8,2019
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,64.2,2018
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,51.1,2017
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,47.4,2016
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,75.4,2021
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,70.4,2020
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,56.1,2019
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,57.6,2018
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,46.8,2017
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,계,1,73.3,2022
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,계,2,63.8,2021
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,계,3,62.1,2020
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,계,4,49.9,2019
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,계,5,52.2,2018
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,68.9,2011
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,,2010
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,,2009
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,,2008
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,,2007
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,67.5,2012
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,58.8,2011
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,,2010
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,,2009
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,,2008
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,69.7,2013
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,58.8,2012
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,51.0,2011
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,,2010
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,,2009
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,69.9,2014
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,59.9,2013
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,51.3,2012
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,43.6,2011
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,,2010
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,71.8,2015
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,59.5,2014
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,51.2,2013
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,47.4,2012
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,38.5,2011
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,74.2,2016
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,61.9,2015
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,50.6,2014
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,43.5,2013
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,43.3,2012
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,69.5,2017
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,63.9,2016
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,55.0,2015
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,44.0,2014
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,39.8,2013
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,74.7,2018
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,60.8,2017
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,53.6,2016
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,49.6,2015
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,39.3,2014
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,73.9,2019
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,68.5,2018
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,53.8,2017
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,47.2,2016
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,43.2,2015
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,76.5,2020
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,62.7,2019
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,61.3,2018
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,47.8,2017
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,42.2,2016
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,71.5,2021
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,68.4,2020
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,53.7,2019
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,54.0,2018
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,43.5,2017
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,1,70.4,2022
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,2,59.9,2021
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,3,59.3,2020
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,4,47.6,2019
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,1인~4인,5,48.8,2018
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,74.2,2011
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,,2010
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,,2009
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,,2008
2012,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,,2007
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,80.4,2012
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,68.0,2011
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,,2010
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,,2009
2013,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,,2008
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,76.2,2013
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,70.5,2012
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,60.2,2011
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,,2010
2014,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,,2009
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,80.4,2014
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,64.8,2013
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,60.7,2012
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,51.6,2011
2015,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,,2010
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,74.2,2015
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,77.3,2014
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,53.3,2013
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,51.8,2012
2016,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,45.3,2011
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,86.0,2016
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,65.2,2015
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,63.9,2014
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,46.7,2013
2017,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,46.4,2012
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,88.9,2017
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,81.4,2016
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,57.3,2015
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,56.7,2014
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,41.0,2013
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,84.0,2018
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,75.0,2017
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,76.7,2016
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,55.1,2015
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,49.5,2014
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,80.0,2019
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,71.7,2018
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,68.1,2017
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,64.0,2016
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,49.4,2015
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,84.1,2020
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,69.4,2019
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,70.8,2018
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,58.3,2017
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,60.5,2016
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,1,94.9,2021
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,2,78.3,2020
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,3,60.0,2019
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,4,66.0,2018
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,5인~9인,5,55.6,2017
