year,emp_type_code,emp_type,item,unit,value
2021,05,특수형태근로종사자,휴일근로시간,시간,
2021,05,특수형태근로종사자,시간당임금총액,원,
2021,05,특수형태근로종사자,시간당정액급여,원,
2021,05,특수형태근로종사자,월임금총액,천원,2841.0
2021,05,특수형태근로종사자,월급여액,천원,2840.0
2021,05,특수형태근로종사자,정액급여,천원,2840.0
2021,05,특수형태근로종사자,초과급여,천원,
2021,05,특수형태근로종사자,전년도 연간특별급여/12개월,천원,1.0
2021,05,특수형태근로종사자,전년도 연간특별급여,천원,16.0
2022,05,특수형태근로종사자,총근로일수,일,
2022,05,특수형태근로종사자,총근로시간,시간,
2022,05,특수형태근로종사자,소정실근로시간,시간,
2022,05,특수형태근로종사자,초과근로시간,시간,
2022,05,특수형태근로종사자,휴일근로시간,시간,
2022,05,특수형태근로종사자,시간당임금총액,원,
2022,05,특수형태근로종사자,시간당정액급여,원,
2022,05,특수형태근로종사자,월임금총액,천원,3031.0
2022,05,특수형태근로종사자,월급여액,천원,3030.0
2022,05,특수형태근로종사자,정액급여,천원,3030.0
2022,05,특수형태근로종사자,초과급여,천원,
2022,05,특수형태근로종사자,전년도 연간특별급여/12개월,천원,1.0
2022,05,특수형태근로종사자,전년도 연간특별급여,천원,10.0
2023,05,특수형태근로종사자,총근로일수,일,
2023,05,특수형태근로종사자,총근로시간,시간,
2023,05,특수형태근로종사자,소정실근로시간,시간,
2023,05,특수형태근로종사자,초과근로시간,시간,
2023,05,특수형태근로종사자,휴일근로시간,시간,
2023,05,특수형태근로종사자,시간당임금총액,원,
2023,05,특수형태근로종사자,시간당정액급여,원,
2023,05,특수형태근로종사자,월임금총액,천원,3235.0
2023,05,특수형태근로종사자,월급여액,천원,3234.0
2023,05,특수형태근로종사자,정액급여,천원,3234.0
2023,05,특수형태근로종사자,초과급여,천원,
2023,05,특수형태근로종사자,전년도 연간특별급여/12개월,천원,1.0
2023,05,특수형태근로종사자,전년도 연간특별급여,천원,13.0
2024,05,특수형태근로종사자,총근로일수,일,
2024,05,특수형태근로종사자,총근로시간,시간,
2024,05,특수형태근로종사자,소정실근로시간,시간,
2024,05,특수형태근로종사자,초과근로시간,시간,
2024,05,특수형태근로종사자,휴일근로시간,시간,
2024,05,특수형태근로종사자,시간당임금총액,원,
2024,05,특수형태근로종사자,시간당정액급여,원,
2024,05,특수형태근로종사자,월임금총액,천원,3252.0
2024,05,특수형태근로종사자,월급여액,천원,3251.0
2024,05,특수형태근로종사자,정액급여,천원,3251.0
2024,05,특수형태근로종사자,초과급여,천원,
2024,05,특수형태근로종사자,전년도 연간특별급여/12개월,천원,1.0
2024,05,특수형태근로종사자,전년도 연간특별급여,천원,13.0
2025,05,특수형태근로종사자,총근로일수,일,
2025,05,특수형태근로종사자,총근로시간,시간,
2025,05,특수형태근로종사자,소정실근로시간,시간,
2025,05,특수형태근로종사자,초과근로시간,시간,
2025,05,특수형태근로종사자,휴일근로시간,시간,
2025,05,특수형태근로종사자,시간당임금총액,원,
2025,05,특수형태근로종사자,시간당정액급여,원,
2025,05,특수형태근로종사자,월임금총액,천원,3319.0
2025,05,특수형태근로종사자,월급여액,천원,3318.0
2025,05,특수형태근로종사자,정액급여,천원,3318.0
2025,05,특수형태근로종사자,초과급여,천원,
2025,05,특수형태근로종사자,전년도 연간특별급여/12개월,천원,1.0
2025,05,특수형태근로종사자,전년도 연간특별급여,천원,14.0
2007,06,재택/가내근로자,총근로일수,일,21.0
2007,06,재택/가내근로자,총근로시간,시간,164.4
2007,06,재택/가내근로자,소정실근로시간,시간,162.7
2007,06,재택/가내근로자,초과근로시간,시간,1.8
2007,06,재택/가내근로자,휴일근로시간,시간,
2007,06,재택/가내근로자,시간당임금총액,원,6010.0
2007,06,재택/가내근로자,시간당정액급여,원,5883.0
2007,06,재택/가내근로자,월임금총액,천원,942.0
2007,06,재택/가내근로자,월급여액,천원,922.0
2007,06,재택/가내근로자,정액급여,천원,911.0
2007,06,재택/가내근로자,초과급여,천원,11.0
2007,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,20.0
2007,06,재택/가내근로자,전년도 연간특별급여,천원,240.0
2008,06,재택/가내근로자,총근로일수,일,18.6
2008,06,재택/가내근로자,총근로시간,시간,162.0
2008,06,재택/가내근로자,소정실근로시간,시간,159.9
2008,06,재택/가내근로자,초과근로시간,시간,2.1
2008,06,재택/가내근로자,휴일근로시간,시간,
2008,06,재택/가내근로자,시간당임금총액,원,6003.0
2008,06,재택/가내근로자,시간당정액급여,원,5937.0
2008,06,재택/가내근로자,월임금총액,천원,828.0
2008,06,재택/가내근로자,월급여액,천원,809.0
2008,06,재택/가내근로자,정액급여,천원,798.0
2008,06,재택/가내근로자,초과급여,천원,11.0
2008,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,18.0
2008,06,재택/가내근로자,전년도 연간특별급여,천원,218.0
2009,06,재택/가내근로자,총근로일수,일,19.7
2009,06,재택/가내근로자,총근로시간,시간,160.8
2009,06,재택/가내근로자,소정실근로시간,시간,159.1
2009,06,재택/가내근로자,초과근로시간,시간,1.7
2009,06,재택/가내근로자,휴일근로시간,시간,
2009,06,재택/가내근로자,시간당임금총액,원,5602.0
2009,06,재택/가내근로자,시간당정액급여,원,5492.0
2009,06,재택/가내근로자,월임금총액,천원,830.0
2009,06,재택/가내근로자,월급여액,천원,813.0
2009,06,재택/가내근로자,정액급여,천원,802.0
2009,06,재택/가내근로자,초과급여,천원,11.0
2009,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,17.0
2009,06,재택/가내근로자,전년도 연간특별급여,천원,200.0
2010,06,재택/가내근로자,총근로일수,일,18.7
2010,06,재택/가내근로자,총근로시간,시간,151.6
2010,06,재택/가내근로자,소정실근로시간,시간,149.2
2010,06,재택/가내근로자,초과근로시간,시간,2.4
2010,06,재택/가내근로자,휴일근로시간,시간,
2010,06,재택/가내근로자,시간당임금총액,원,5755.0
2010,06,재택/가내근로자,시간당정액급여,원,5659.0
2010,06,재택/가내근로자,월임금총액,천원,833.0
2010,06,재택/가내근로자,월급여액,천원,817.0
2010,06,재택/가내근로자,정액급여,천원,806.0
2010,06,재택/가내근로자,초과급여,천원,11.0
2010,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,17.0
2010,06,재택/가내근로자,전년도 연간특별급여,천원,198.0
2011,06,재택/가내근로자,총근로일수,일,19.8
2011,06,재택/가내근로자,총근로시간,시간,140.2
2011,06,재택/가내근로자,소정실근로시간,시간,138.0
2011,06,재택/가내근로자,초과근로시간,시간,2.2
2011,06,재택/가내근로자,휴일근로시간,시간,
2011,06,재택/가내근로자,시간당임금총액,원,6668.0
2011,06,재택/가내근로자,시간당정액급여,원,6561.0
2011,06,재택/가내근로자,월임금총액,천원,888.0
2011,06,재택/가내근로자,월급여액,천원,870.0
2011,06,재택/가내근로자,정액급여,천원,855.0
2011,06,재택/가내근로자,초과급여,천원,15.0
2011,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,18.0
2011,06,재택/가내근로자,전년도 연간특별급여,천원,221.0
2012,06,재택/가내근로자,총근로일수,일,19.0
2012,06,재택/가내근로자,총근로시간,시간,132.4
2012,06,재택/가내근로자,소정실근로시간,시간,130.7
2012,06,재택/가내근로자,초과근로시간,시간,1.7
2012,06,재택/가내근로자,휴일근로시간,시간,
2012,06,재택/가내근로자,시간당임금총액,원,7774.0
2012,06,재택/가내근로자,시간당정액급여,원,7554.0
2012,06,재택/가내근로자,월임금총액,천원,984.0
2012,06,재택/가내근로자,월급여액,천원,960.0
2012,06,재택/가내근로자,정액급여,천원,941.0
2012,06,재택/가내근로자,초과급여,천원,19.0
2012,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,24.0
2012,06,재택/가내근로자,전년도 연간특별급여,천원,293.0
2013,06,재택/가내근로자,총근로일수,일,19.5
2013,06,재택/가내근로자,총근로시간,시간,133.9
2013,06,재택/가내근로자,소정실근로시간,시간,132.8
2013,06,재택/가내근로자,초과근로시간,시간,1.1
2013,06,재택/가내근로자,휴일근로시간,시간,
2013,06,재택/가내근로자,시간당임금총액,원,9410.0
2013,06,재택/가내근로자,시간당정액급여,원,9229.0
2013,06,재택/가내근로자,월임금총액,천원,1268.0
2013,06,재택/가내근로자,월급여액,천원,1238.0
2013,06,재택/가내근로자,정액급여,천원,1228.0
2013,06,재택/가내근로자,초과급여,천원,9.0
2013,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,30.0
2013,06,재택/가내근로자,전년도 연간특별급여,천원,360.0
2014,06,재택/가내근로자,총근로일수,일,19.4
2014,06,재택/가내근로자,총근로시간,시간,117.4
2014,06,재택/가내근로자,소정실근로시간,시간,114.7
2014,06,재택/가내근로자,초과근로시간,시간,2.7
2014,06,재택/가내근로자,휴일근로시간,시간,
2014,06,재택/가내근로자,시간당임금총액,원,9906.0
2014,06,재택/가내근로자,시간당정액급여,원,9598.0
2014,06,재택/가내근로자,월임금총액,천원,1221.0
2014,06,재택/가내근로자,월급여액,천원,1183.0
2014,06,재택/가내근로자,정액급여,천원,1148.0
2014,06,재택/가내근로자,초과급여,천원,34.0
2014,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,38.0
2014,06,재택/가내근로자,전년도 연간특별급여,천원,459.0
2015,06,재택/가내근로자,총근로일수,일,19.7
2015,06,재택/가내근로자,총근로시간,시간,139.0
2015,06,재택/가내근로자,소정실근로시간,시간,138.7
2015,06,재택/가내근로자,초과근로시간,시간,0.3
2015,06,재택/가내근로자,휴일근로시간,시간,0.4
2015,06,재택/가내근로자,시간당임금총액,원,10425.0
2015,06,재택/가내근로자,시간당정액급여,원,9881.0
2015,06,재택/가내근로자,월임금총액,천원,1337.0
2015,06,재택/가내근로자,월급여액,천원,1297.0
2015,06,재택/가내근로자,정액급여,천원,1243.0
2015,06,재택/가내근로자,초과급여,천원,54.0
2015,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,40.0
2015,06,재택/가내근로자,전년도 연간특별급여,천원,483.0
2016,06,재택/가내근로자,총근로일수,일,16.4
2016,06,재택/가내근로자,총근로시간,시간,115.3
2016,06,재택/가내근로자,소정실근로시간,시간,115.3
2016,06,재택/가내근로자,초과근로시간,시간,0.0
2016,06,재택/가내근로자,휴일근로시간,시간,0.0
2016,06,재택/가내근로자,시간당임금총액,원,10513.0
2016,06,재택/가내근로자,시간당정액급여,원,10151.0
2016,06,재택/가내근로자,월임금총액,천원,1188.0
2016,06,재택/가내근로자,월급여액,천원,1148.0
2016,06,재택/가내근로자,정액급여,천원,1139.0
2016,06,재택/가내근로자,초과급여,천원,8.0
2016,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,40.0
2016,06,재택/가내근로자,전년도 연간특별급여,천원,481.0
2017,06,재택/가내근로자,총근로일수,일,20.4
2017,06,재택/가내근로자,총근로시간,시간,124.8
2017,06,재택/가내근로자,소정실근로시간,시간,123.6
2017,06,재택/가내근로자,초과근로시간,시간,1.2
2017,06,재택/가내근로자,휴일근로시간,시간,0.8
2017,06,재택/가내근로자,시간당임금총액,원,11009.0
2017,06,재택/가내근로자,시간당정액급여,원,10745.0
2017,06,재택/가내근로자,월임금총액,천원,1309.0
2017,06,재택/가내근로자,월급여액,천원,1272.0
2017,06,재택/가내근로자,정액급여,천원,1261.0
2017,06,재택/가내근로자,초과급여,천원,11.0
2017,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,38.0
2017,06,재택/가내근로자,전년도 연간특별급여,천원,451.0
2018,06,재택/가내근로자,총근로일수,일,18.8
2018,06,재택/가내근로자,총근로시간,시간,123.2
2018,06,재택/가내근로자,소정실근로시간,시간,122.0
2018,06,재택/가내근로자,초과근로시간,시간,1.2
2018,06,재택/가내근로자,휴일근로시간,시간,0.0
2018,06,재택/가내근로자,시간당임금총액,원,12694.0
2018,06,재택/가내근로자,시간당정액급여,원,12263.0
2018,06,재택/가내근로자,월임금총액,천원,1569.0
2018,06,재택/가내근로자,월급여액,천원,1514.0
2018,06,재택/가내근로자,정액급여,천원,1500.0
2018,06,재택/가내근로자,초과급여,천원,14.0
2018,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,54.0
2018,06,재택/가내근로자,전년도 연간특별급여,천원,653.0
2019,06,재택/가내근로자,총근로일수,일,16.2
2019,06,재택/가내근로자,총근로시간,시간,112.5
2019,06,재택/가내근로자,소정실근로시간,시간,111.9
2019,06,재택/가내근로자,초과근로시간,시간,0.6
2019,06,재택/가내근로자,휴일근로시간,시간,0.4
2019,06,재택/가내근로자,시간당임금총액,원,14288.0
2019,06,재택/가내근로자,시간당정액급여,원,13329.0
2019,06,재택/가내근로자,월임금총액,천원,1578.0
2019,06,재택/가내근로자,월급여액,천원,1500.0
2019,06,재택/가내근로자,정액급여,천원,1491.0
2019,06,재택/가내근로자,초과급여,천원,9.0
2019,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,78.0
2019,06,재택/가내근로자,전년도 연간특별급여,천원,936.0
2020,06,재택/가내근로자,총근로일수,일,20.6
2020,06,재택/가내근로자,총근로시간,시간,116.7
2020,06,재택/가내근로자,소정실근로시간,시간,115.5
2020,06,재택/가내근로자,초과근로시간,시간,1.2
2020,06,재택/가내근로자,휴일근로시간,시간,0.4
2020,06,재택/가내근로자,시간당임금총액,원,13744.0
2020,06,재택/가내근로자,시간당정액급여,원,13582.0
2020,06,재택/가내근로자,월임금총액,천원,1556.0
2020,06,재택/가내근로자,월급여액,천원,1533.0
2020,06,재택/가내근로자,정액급여,천원,1522.0
2020,06,재택/가내근로자,초과급여,천원,11.0
2020,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,23.0
2020,06,재택/가내근로자,전년도 연간특별급여,천원,280.0
2021,06,재택/가내근로자,총근로일수,일,20.4
2021,06,재택/가내근로자,총근로시간,시간,117.2
2021,06,재택/가내근로자,소정실근로시간,시간,115.0
2021,06,재택/가내근로자,초과근로시간,시간,2.2
2021,06,재택/가내근로자,휴일근로시간,시간,1.1
2021,06,재택/가내근로자,시간당임금총액,원,12945.0
2021,06,재택/가내근로자,시간당정액급여,원,12805.0
2021,06,재택/가내근로자,월임금총액,천원,1559.0
2021,06,재택/가내근로자,월급여액,천원,1540.0
2021,06,재택/가내근로자,정액급여,천원,1513.0
2021,06,재택/가내근로자,초과급여,천원,27.0
2021,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,19.0
2021,06,재택/가내근로자,전년도 연간특별급여,천원,227.0
2022,06,재택/가내근로자,총근로일수,일,18.6
2022,06,재택/가내근로자,총근로시간,시간,113.0
2022,06,재택/가내근로자,소정실근로시간,시간,110.2
2022,06,재택/가내근로자,초과근로시간,시간,2.8
2022,06,재택/가내근로자,휴일근로시간,시간,2.1
2022,06,재택/가내근로자,시간당임금총액,원,13762.0
2022,06,재택/가내근로자,시간당정액급여,원,13559.0
2022,06,재택/가내근로자,월임금총액,천원,1597.0
2022,06,재택/가내근로자,월급여액,천원,1567.0
2022,06,재택/가내근로자,정액급여,천원,1527.0
2022,06,재택/가내근로자,초과급여,천원,40.0
2022,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,29.0
2022,06,재택/가내근로자,전년도 연간특별급여,천원,352.0
2023,06,재택/가내근로자,총근로일수,일,18.2
2023,06,재택/가내근로자,총근로시간,시간,114.7
2023,06,재택/가내근로자,소정실근로시간,시간,112.6
2023,06,재택/가내근로자,초과근로시간,시간,2.1
2023,06,재택/가내근로자,휴일근로시간,시간,0.3
2023,06,재택/가내근로자,시간당임금총액,원,14523.0
2023,06,재택/가내근로자,시간당정액급여,원,14246.0
2023,06,재택/가내근로자,월임금총액,천원,1617.0
2023,06,재택/가내근로자,월급여액,천원,1590.0
2023,06,재택/가내근로자,정액급여,천원,1548.0
2023,06,재택/가내근로자,초과급여,천원,41.0
2023,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,27.0
2023,06,재택/가내근로자,전년도 연간특별급여,천원,328.0
2024,06,재택/가내근로자,총근로일수,일,17.7
2024,06,재택/가내근로자,총근로시간,시간,112.1
2024,06,재택/가내근로자,소정실근로시간,시간,111.2
2024,06,재택/가내근로자,초과근로시간,시간,0.8
2024,06,재택/가내근로자,휴일근로시간,시간,0.1
2024,06,재택/가내근로자,시간당임금총액,원,14917.0
2024,06,재택/가내근로자,시간당정액급여,원,14683.0
2024,06,재택/가내근로자,월임금총액,천원,1669.0
2024,06,재택/가내근로자,월급여액,천원,1645.0
2024,06,재택/가내근로자,정액급여,천원,1626.0
2024,06,재택/가내근로자,초과급여,천원,19.0
2024,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,24.0
2024,06,재택/가내근로자,전년도 연간특별급여,천원,285.0
2025,06,재택/가내근로자,총근로일수,일,17.4
2025,06,재택/가내근로자,총근로시간,시간,110.6
2025,06,재택/가내근로자,소정실근로시간,시간,109.8
2025,06,재택/가내근로자,초과근로시간,시간,0.8
2025,06,재택/가내근로자,휴일근로시간,시간,0.1
2025,06,재택/가내근로자,시간당임금총액,원,14913.0
2025,06,재택/가내근로자,시간당정액급여,원,14700.0
2025,06,재택/가내근로자,월임금총액,천원,1702.0
2025,06,재택/가내근로자,월급여액,천원,1677.0
2025,06,재택/가내근로자,정액급여,천원,1659.0
2025,06,재택/가내근로자,초과급여,천원,18.0
2025,06,재택/가내근로자,전년도 연간특별급여/12개월,천원,25.0
2025,06,재택/가내근로자,전년도 연간특별급여,천원,299.0
2007,07,파견/용역근로자,총근로일수,일,21.1
2007,07,파견/용역근로자,총근로시간,시간,208.9
2007,07,파견/용역근로자,소정실근로시간,시간,198.4
2007,07,파견/용역근로자,초과근로시간,시간,10.5
2007,07,파견/용역근로자,휴일근로시간,시간,
2007,07,파견/용역근로자,시간당임금총액,원,6249.0
2007,07,파견/용역근로자,시간당정액급여,원,6009.0
2007,07,파견/용역근로자,월임금총액,천원,1176.0
2007,07,파견/용역근로자,월급여액,천원,1144.0
2007,07,파견/용역근로자,정액급여,천원,1065.0
2007,07,파견/용역근로자,초과급여,천원,80.0
2007,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,31.0
2007,07,파견/용역근로자,전년도 연간특별급여,천원,375.0
2008,07,파견/용역근로자,총근로일수,일,20.3
2008,07,파견/용역근로자,총근로시간,시간,204.0
2008,07,파견/용역근로자,소정실근로시간,시간,191.9
2008,07,파견/용역근로자,초과근로시간,시간,12.1
2008,07,파견/용역근로자,휴일근로시간,시간,
2008,07,파견/용역근로자,시간당임금총액,원,6694.0
2008,07,파견/용역근로자,시간당정액급여,원,6488.0
2008,07,파견/용역근로자,월임금총액,천원,1259.0
2008,07,파견/용역근로자,월급여액,천원,1227.0
2008,07,파견/용역근로자,정액급여,천원,1144.0
2008,07,파견/용역근로자,초과급여,천원,83.0
2008,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,32.0
2008,07,파견/용역근로자,전년도 연간특별급여,천원,387.0
2009,07,파견/용역근로자,총근로일수,일,21.2
2009,07,파견/용역근로자,총근로시간,시간,206.7
2009,07,파견/용역근로자,소정실근로시간,시간,196.6
2009,07,파견/용역근로자,초과근로시간,시간,10.1
2009,07,파견/용역근로자,휴일근로시간,시간,
2009,07,파견/용역근로자,시간당임금총액,원,6630.0
2009,07,파견/용역근로자,시간당정액급여,원,6413.0
2009,07,파견/용역근로자,월임금총액,천원,1292.0
2009,07,파견/용역근로자,월급여액,천원,1263.0
2009,07,파견/용역근로자,정액급여,천원,1185.0
2009,07,파견/용역근로자,초과급여,천원,78.0
2009,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,29.0
2009,07,파견/용역근로자,전년도 연간특별급여,천원,352.0
2010,07,파견/용역근로자,총근로일수,일,20.4
2010,07,파견/용역근로자,총근로시간,시간,201.5
2010,07,파견/용역근로자,소정실근로시간,시간,191.2
2010,07,파견/용역근로자,초과근로시간,시간,10.3
2010,07,파견/용역근로자,휴일근로시간,시간,
2010,07,파견/용역근로자,시간당임금총액,원,6964.0
2010,07,파견/용역근로자,시간당정액급여,원,6797.0
2010,07,파견/용역근로자,월임금총액,천원,1331.0
2010,07,파견/용역근로자,월급여액,천원,1306.0
2010,07,파견/용역근로자,정액급여,천원,1224.0
2010,07,파견/용역근로자,초과급여,천원,82.0
2010,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,26.0
2010,07,파견/용역근로자,전년도 연간특별급여,천원,308.0
2011,07,파견/용역근로자,총근로일수,일,20.3
2011,07,파견/용역근로자,총근로시간,시간,192.0
2011,07,파견/용역근로자,소정실근로시간,시간,181.9
2011,07,파견/용역근로자,초과근로시간,시간,10.1
2011,07,파견/용역근로자,휴일근로시간,시간,
2011,07,파견/용역근로자,시간당임금총액,원,7942.0
2011,07,파견/용역근로자,시간당정액급여,원,7727.0
2011,07,파견/용역근로자,월임금총액,천원,1418.0
2011,07,파견/용역근로자,월급여액,천원,1390.0
2011,07,파견/용역근로자,정액급여,천원,1301.0
2011,07,파견/용역근로자,초과급여,천원,89.0
2011,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,29.0
2011,07,파견/용역근로자,전년도 연간특별급여,천원,343.0
2012,07,파견/용역근로자,총근로일수,일,20.1
2012,07,파견/용역근로자,총근로시간,시간,183.4
2012,07,파견/용역근로자,소정실근로시간,시간,176.3
2012,07,파견/용역근로자,초과근로시간,시간,7.2
2012,07,파견/용역근로자,휴일근로시간,시간,
2012,07,파견/용역근로자,시간당임금총액,원,8406.0
2012,07,파견/용역근로자,시간당정액급여,원,8166.0
2012,07,파견/용역근로자,월임금총액,천원,1465.0
2012,07,파견/용역근로자,월급여액,천원,1434.0
2012,07,파견/용역근로자,정액급여,천원,1367.0
2012,07,파견/용역근로자,초과급여,천원,67.0
2012,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,31.0
2012,07,파견/용역근로자,전년도 연간특별급여,천원,375.0
2013,07,파견/용역근로자,총근로일수,일,19.6
2013,07,파견/용역근로자,총근로시간,시간,181.3
2013,07,파견/용역근로자,소정실근로시간,시간,172.1
2013,07,파견/용역근로자,초과근로시간,시간,9.2
2013,07,파견/용역근로자,휴일근로시간,시간,
2013,07,파견/용역근로자,시간당임금총액,원,9229.0
2013,07,파견/용역근로자,시간당정액급여,원,8913.0
2013,07,파견/용역근로자,월임금총액,천원,1573.0
2013,07,파견/용역근로자,월급여액,천원,1540.0
2013,07,파견/용역근로자,정액급여,천원,1448.0
2013,07,파견/용역근로자,초과급여,천원,92.0
2013,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,32.0
2013,07,파견/용역근로자,전년도 연간특별급여,천원,387.0
2014,07,파견/용역근로자,총근로일수,일,19.8
2014,07,파견/용역근로자,총근로시간,시간,183.0
2014,07,파견/용역근로자,소정실근로시간,시간,173.1
2014,07,파견/용역근로자,초과근로시간,시간,9.9
2014,07,파견/용역근로자,휴일근로시간,시간,
2014,07,파견/용역근로자,시간당임금총액,원,9150.0
2014,07,파견/용역근로자,시간당정액급여,원,8871.0
2014,07,파견/용역근로자,월임금총액,천원,1539.0
2014,07,파견/용역근로자,월급여액,천원,1509.0
2014,07,파견/용역근로자,정액급여,천원,1404.0
2014,07,파견/용역근로자,초과급여,천원,105.0
2014,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,30.0
2014,07,파견/용역근로자,전년도 연간특별급여,천원,355.0
2015,07,파견/용역근로자,총근로일수,일,20.8
2015,07,파견/용역근로자,총근로시간,시간,184.9
2015,07,파견/용역근로자,소정실근로시간,시간,180.8
2015,07,파견/용역근로자,초과근로시간,시간,4.1
2015,07,파견/용역근로자,휴일근로시간,시간,2.3
2015,07,파견/용역근로자,시간당임금총액,원,9053.0
2015,07,파견/용역근로자,시간당정액급여,원,8553.0
2015,07,파견/용역근로자,월임금총액,천원,1602.0
2015,07,파견/용역근로자,월급여액,천원,1575.0
2015,07,파견/용역근로자,정액급여,천원,1477.0
2015,07,파견/용역근로자,초과급여,천원,98.0
2015,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,27.0
2015,07,파견/용역근로자,전년도 연간특별급여,천원,329.0
2016,07,파견/용역근로자,총근로일수,일,20.4
2016,07,파견/용역근로자,총근로시간,시간,185.5
2016,07,파견/용역근로자,소정실근로시간,시간,177.3
2016,07,파견/용역근로자,초과근로시간,시간,8.2
2016,07,파견/용역근로자,휴일근로시간,시간,2.3
2016,07,파견/용역근로자,시간당임금총액,원,9512.0
2016,07,파견/용역근로자,시간당정액급여,원,9236.0
2016,07,파견/용역근로자,월임금총액,천원,1703.0
2016,07,파견/용역근로자,월급여액,천원,1681.0
2016,07,파견/용역근로자,정액급여,천원,1576.0
2016,07,파견/용역근로자,초과급여,천원,106.0
2016,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,22.0
2016,07,파견/용역근로자,전년도 연간특별급여,천원,265.0
2017,07,파견/용역근로자,총근로일수,일,20.6
2017,07,파견/용역근로자,총근로시간,시간,181.8
2017,07,파견/용역근로자,소정실근로시간,시간,175.4
2017,07,파견/용역근로자,초과근로시간,시간,6.4
2017,07,파견/용역근로자,휴일근로시간,시간,1.9
2017,07,파견/용역근로자,시간당임금총액,원,10708.0
2017,07,파견/용역근로자,시간당정액급여,원,10291.0
2017,07,파견/용역근로자,월임금총액,천원,1892.0
2017,07,파견/용역근로자,월급여액,천원,1847.0
2017,07,파견/용역근로자,정액급여,천원,1752.0
2017,07,파견/용역근로자,초과급여,천원,95.0
2017,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,45.0
2017,07,파견/용역근로자,전년도 연간특별급여,천원,540.0
2018,07,파견/용역근로자,총근로일수,일,19.1
2018,07,파견/용역근로자,총근로시간,시간,165.4
2018,07,파견/용역근로자,소정실근로시간,시간,159.1
2018,07,파견/용역근로자,초과근로시간,시간,6.4
2018,07,파견/용역근로자,휴일근로시간,시간,2.5
2018,07,파견/용역근로자,시간당임금총액,원,12021.0
2018,07,파견/용역근로자,시간당정액급여,원,11580.0
2018,07,파견/용역근로자,월임금총액,천원,1908.0
2018,07,파견/용역근로자,월급여액,천원,1864.0
2018,07,파견/용역근로자,정액급여,천원,1757.0
2018,07,파견/용역근로자,초과급여,천원,107.0
2018,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,44.0
2018,07,파견/용역근로자,전년도 연간특별급여,천원,522.0
2019,07,파견/용역근로자,총근로일수,일,19.0
2019,07,파견/용역근로자,총근로시간,시간,163.7
2019,07,파견/용역근로자,소정실근로시간,시간,157.4
2019,07,파견/용역근로자,초과근로시간,시간,6.3
2019,07,파견/용역근로자,휴일근로시간,시간,2.0
2019,07,파견/용역근로자,시간당임금총액,원,12809.0
2019,07,파견/용역근로자,시간당정액급여,원,12426.0
2019,07,파견/용역근로자,월임금총액,천원,2027.0
2019,07,파견/용역근로자,월급여액,천원,1994.0
2019,07,파견/용역근로자,정액급여,천원,1882.0
2019,07,파견/용역근로자,초과급여,천원,111.0
2019,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,34.0
2019,07,파견/용역근로자,전년도 연간특별급여,천원,403.0
2020,07,파견/용역근로자,총근로일수,일,20.3
2020,07,파견/용역근로자,총근로시간,시간,173.5
2020,07,파견/용역근로자,소정실근로시간,시간,168.1
2020,07,파견/용역근로자,초과근로시간,시간,5.4
2020,07,파견/용역근로자,휴일근로시간,시간,1.3
2020,07,파견/용역근로자,시간당임금총액,원,12338.0
2020,07,파견/용역근로자,시간당정액급여,원,12003.0
2020,07,파견/용역근로자,월임금총액,천원,2085.0
2020,07,파견/용역근로자,월급여액,천원,2062.0
2020,07,파견/용역근로자,정액급여,천원,1959.0
2020,07,파견/용역근로자,초과급여,천원,102.0
2020,07,파견/용역근로자,전년도 연간특별급여/12개월,천원,24.0
2020,07,파견/용역근로자,전년도 연간특별급여,천원,285.0
2021,07,파견/용역근로자,총근로일수,일,20.4
